sample_idx,x1,x2,th,v
4,-1.44202455739183,1.38580916693807,4.05147334043442,0.446060194880331
5,-0.831421405859127,-1.49004535067207,2.83083193643822,0.538900361759138
6,-1.73979362805888,-0.992803764372189,3.59429756706184,0.525244019505862
9,-0.239390025041595,1.78913335844726,3.19429472110172,0.276487941464554
10,-1.51184706062088,-1.38659438753568,3.57941812031486,0.649702063968191
11,1.63728160831513,0.445816941738591,2.6317389400337,0.564915365601381
12,-0.753155695642356,1.72847312993445,3.78246195120769,0.297161928191672
13,-1.26058217789789,1.68999752470918,3.42046424251083,0.404974584404876
16,1.68749694009247,0.945776942498891,2.53850077658473,0.457313537113473
17,-1.21606855032342,1.70227405162711,2.95525111650053,0.655359864506021
18,1.31495003660772,-1.50134927518693,3.72912391881286,0.544191922306107
19,-0.572986693225643,1.68336753046949,2.6699475173533,0.732032889428498
20,-0.876261961250477,1.47958544824851,3.81727450224676,0.993535155099163
24,-1.74576659885591,-1.29445205397511,3.13482117861909,0.717930922143346
25,0.245108790277985,1.84428126987782,2.31244184217527,0.419294162652386
27,0.0909313175279762,-1.65860132768542,2.66859585970491,0.710802961005308
28,0.0342827646588111,1.59221715776285,2.83789762669528,0.886328734119711
29,1.63026589570437,-1.17944143807197,2.23979605862993,0.751575749919484
30,-0.358468307857481,-1.85380132860762,2.23600252444098,0.912207976557257
31,1.71879060937029,0.0975610773103202,3.21061928032863,0.365536636888741
32,1.57023599395991,1.44714248405407,3.26261395992911,0.408850617855392
33,0.157368967662603,1.78446184853453,3.62466595259936,0.756256138794503
36,1.77163881565008,1.19966434149276,4.03627178655856,0.386980136489025
38,1.84978917976844,0.889067727422637,3.22527867155508,0.437097598318109
39,-0.885414143053554,-1.65796587658213,3.57878652619323,0.673212085709269
41,-1.42042051163511,-1.27425825964081,2.64545678019255,0.468666005405709
43,-1.031778913954,1.5706868443079,4.05675497809844,0.645201324507421
45,1.74691995494694,0.533912879304589,2.45782399672609,0.382570045639618
46,-1.54610591503764,1.3397209471972,4.13770832891904,0.844036623767339
47,0.220803246397849,1.657195226242,3.11449519972981,0.406348393829055
49,1.58886303181331,0.216712010063174,3.14696703156719,0.587534331169004
50,1.60167222865332,0.605681553407457,2.92935299526477,0.785711631344383
51,1.58844103981031,1.60007456739242,2.37748671640772,0.275161453034385
52,1.54834569706047,1.49556031025006,4.11153867514644,0.151882823979122
59,-0.939190529273098,-1.87526745975486,3.54405442650329,0.580047965888826
60,1.89204221900978,0.380311722801019,3.16132631264083,0.217587109441117
61,-0.427609101332958,-1.794296746063,4.18187211167358,0.811458814847396
63,-1.2915572823718,1.2764092706968,2.96174642784509,0.437796917127642
64,1.76183433741166,1.19766351587592,3.82758641791323,0.357205199973283
65,1.81571430801035,0.778785883417707,3.63087346808621,0.282900781977479
66,1.65945756088179,-0.911419451080149,3.70562350388274,0.785618372239927
67,-1.93817353388453,-0.556104412239893,2.96598599802223,0.560147915980676
69,1.40454668606743,1.49178334350563,2.11978079344458,0.616176056310016
71,1.74461909664312,0.76910625807141,4.10412772663006,0.86856577025988
72,0.0733186094549469,-1.84229275452598,3.11696494855849,0.559389240103809
75,-0.562035395120979,1.66195319035217,2.88165368584947,0.718949838187505
76,-0.825632622942027,-1.8642160856568,2.92058428824057,0.750436261928406
77,0.0453695954437512,1.77706595645374,3.74248170062291,0.823993486911554
78,0.313120563984696,-1.69218719348316,3.47534272780473,0.764082566705377
80,-0.853834991486862,-1.73857463680423,2.23399080970802,0.778085130031272
82,0.162540486440426,1.75627079405158,2.83424312227342,0.8274116890083
84,1.8505936587117,-0.328932871330665,2.13826212619616,0.165611651831113
86,0.640789506870925,-1.83162724145455,3.3824752505621,0.389346131123094
87,-1.00907604199537,1.7998447358009,2.7076801419325,0.683035701391476
88,1.03138444185748,-1.64235599075096,3.35497295594814,0.899793172238859
89,-1.53570943797234,1.51647323024866,3.66115590562211,0.504414767835678
91,-0.0335364995326706,1.7709270965405,2.87385989439073,0.840281314945777
93,0.0125450343203508,-1.76862929374641,2.69319688151666,0.666601927202563
95,1.76092096569983,0.784082472215169,3.8578727477883,0.736278838710145
97,1.62140256782425,1.50984345052152,2.43958244525877,0.343353957746073
98,-1.59688799449029,1.55499231947591,3.80716069205458,0.810039224598406
99,-1.62222815697629,1.4485104690618,3.15385050504391,0.490435677618877
103,1.21392372153939,-1.6954765620388,3.06107881629098,0.699746872220386
104,1.43365100737205,1.18970408642771,3.38451201256358,0.961119833935858
105,-1.58750452465627,0.833451906860139,3.25516439920774,0.287994451604647
110,1.80242858775022,-0.659524582963432,4.18111285946587,0.294166611258809
113,1.28744023716142,-1.72865176357931,3.82237454630671,0.472278407426772
114,-1.6746048774324,0.832688354581126,2.25578558481099,0.463860772529382
116,1.25119826903001,-1.81703186474995,3.74606642207707,0.967149316798829
117,-1.66599713320532,-1.47965503947747,3.00340313725156,0.795629333688504
121,-0.857151654872557,-1.67047581753663,2.48076126346414,0.681812867474137
122,1.47439651275784,0.721997208298852,2.85305923730298,0.976774999434721
123,1.85289015776245,-0.906961892007163,2.14926136044157,0.121235468180976
125,0.510232320336254,-1.87546366846195,3.10592274269713,0.962010820889384
126,1.60463204196396,-0.525894625104955,2.26320651805159,0.806670588833568
127,1.56105513556367,-1.25789793718752,3.62227356363831,0.168044536555076
129,1.64370873797537,-1.19790109319865,3.03632802577269,0.522989441342143
130,1.73091393341605,-0.758552164305705,3.99283326530349,0.667829611206247
133,1.77906291952971,0.0708465735388457,2.82639953634704,0.317779417285341
134,-0.197823458759626,-1.86718756483453,2.56629777696933,0.956286829325649
135,-1.48336233939402,-1.68568601137992,2.62001844876829,0.995337364569356
136,1.81620410903489,-0.412306895193616,3.87592120795268,0.740550525171444
137,-1.54576963120148,-1.33006967096372,2.23611938814353,0.165773405824313
139,0.0806540044479735,-1.87365542069743,3.05425772143447,0.813335604659545
141,0.207627355097942,-1.79211486539411,2.44159248741264,0.949331433538199
142,-0.386068535150412,1.48387649498434,3.49559220908693,0.979577117192353
144,-1.14814335396436,1.57926662424211,3.16777813994132,0.676553665193999
145,-0.606978131906799,-1.75859166403774,2.78599591699651,0.421326409573011
146,1.79808249463057,-0.652416832915573,3.91773029205873,0.863237880641336
151,-1.4844811123574,0.720912969725165,3.46995213707705,0.140420169096054
152,1.58715363962405,0.970826084799924,2.69577543551671,0.619410327434489
153,-1.32425974771134,1.46812598448979,4.01095525991356,0.690967966337088
155,-1.17466512637683,1.60280745604503,3.88966714012442,0.298767504666708
156,-1.75568816058054,0.863299858728354,3.0166063132929,0.565028546703641
157,-0.892489407411185,1.63613008266256,3.38307227261159,0.782898628381593
159,-1.85326718843761,-0.563066522400937,3.94150028005105,0.632017272932665
160,-1.5713119546409,0.626946658165169,3.60100580597196,0.162106833351535
161,-1.03011798546108,-1.4765053571266,3.62643776917986,0.468470864635317
162,-0.711683337667287,-1.70601301067995,3.22703089423974,0.724256251726416
164,1.56210912295958,1.31553346353044,3.81522739690355,0.888294775165351
165,-1.65231884765031,-1.3318323683962,2.79645319508954,0.215080121100176
166,-1.05109283305602,-1.77165257564274,3.85671873649465,0.970160949819357
167,-1.38856344326267,1.74642276917985,4.14502768930113,0.69674247262308
168,-1.01616908646197,-1.84262583732596,3.42253929106093,0.767706694262844
169,-1.35727450696178,-1.51156034395989,2.35884335873083,0.863582841181472
171,1.5870616985057,0.0289392347535697,2.24025118202958,0.741359199788661
173,1.87788173310148,0.556479751262001,3.54822066387561,0.778823433713873
178,-0.653582887224318,1.47561993791487,2.97937846117367,0.742893972161498
179,1.86010764266605,-0.372368157108518,2.68401172157329,0.605865514962314
180,-1.50281110605782,1.48301380134904,3.92228646957535,0.952381600397667
182,-1.34293680827603,1.27133686470009,3.6509352979486,0.493895195333383
183,1.50880216325243,-0.534153860514408,3.3368354534601,0.970331747730532
184,0.0108815603699166,-1.70721630492623,4.17923456104272,0.456898313790967
185,1.59829829309827,0.672851194220065,3.18650839969013,0.878766183018021
186,1.62588844385819,-0.480856879283081,3.34889275635833,0.361040978766193
187,0.690811976835592,-1.84408271735548,3.8138537241823,0.646421752795219
189,-0.772893601911435,-1.73097634413053,2.343018850637,0.624443004410213
191,-0.670175371405152,-1.47967732068421,3.28395768897721,0.620643257406397
192,1.77779433077721,1.13495300430095,3.80916062915687,0.778124899593637
193,-0.894723566136586,-1.84424793324934,3.05347934557966,0.655395349985791
194,1.92147496376874,0.478104800145213,3.38029150497561,0.276621145035549
196,1.88270618163898,0.347746026235628,3.819238852374,0.53064196309647
197,-1.1786682451728,1.71272839245581,3.0718348890941,0.673996727661032
198,-0.0678412097644401,1.71655808006185,3.10417020907746,0.838060751850084
199,-1.69766554458373,1.21765623870989,3.05598220815588,0.908141764099363
200,1.80569288338226,0.8604006451348,2.72959558681289,0.828931978272609
203,1.77894503513232,0.671042366412612,2.25525103063179,0.508765296463035
204,1.53197529931909,-1.32108628569231,3.2477017873614,0.941256923939471
205,0.331704227217053,1.8436805877153,2.31613775592799,0.405374740578611
206,1.83032406033527,-0.39245120043708,3.50983532681621,0.692291996250843
207,0.689841992100115,1.6852300488519,2.47511187161182,0.46063375015102
210,-0.265668829469543,-1.79204259208917,2.97232966468969,0.448546970282357
211,-0.965153431378236,1.52389202255863,3.14667635194315,0.832351009350005
212,-0.262386723973561,1.53165926607489,3.62641655162283,0.946453557591462
213,-1.63443405467289,1.21056124941172,2.93887747776625,0.404275968429635
214,-1.00976091888045,-1.75042372560689,3.83887901932962,0.635706759447461
216,-0.164237933612719,-1.73193384899516,3.86345924555026,0.619283451175914
217,1.22036127398265,-1.71586044382399,3.17111407943522,0.456681362948399
218,1.73084203253105,-1.08253689184931,3.29457188083428,0.229122511316218
219,-1.72616512266569,1.03717002767389,2.92200642210392,0.627961526455296
222,1.58138435661268,-1.06997603116868,3.73493056161081,0.34936232474206
225,-1.74397461356552,-1.38029875542623,2.5607667919287,0.942343523423704
226,1.29897294938803,-1.66905265752724,2.73782766157733,0.705025618564775
228,0.620694858097352,-1.67091070289175,3.48029547048478,0.442856660521127
229,-1.55827254635559,1.10819714260702,4.03477634337723,0.629200417086666
231,1.81126006801002,-0.067276546745326,3.32663711250247,0.298438875473274
233,1.50527773256925,-0.687067577286642,3.58024038592998,0.643923387743294
234,1.43526708467262,-1.29803349047457,2.98686133618607,0.497650334321759
235,-1.28298697704288,-1.4351058265074,2.8011576915375,0.444505690362737
237,0.0597333996530378,1.7084951274578,2.79476329390174,0.890230161560011
239,-0.582914691131137,-1.65193112678885,2.41672230904261,0.58714309984751
240,-1.76907136309953,-1.11798294625741,2.21310632192285,0.169468777203821
244,0.525675684873506,-1.83976352379722,3.82091064176787,0.677637565121292
245,-1.53842143128433,-1.16983625517719,2.42178460026677,0.540679668428829
247,-1.7238163747416,-1.31716654675008,2.70059581891208,0.817762640766837
249,1.344470812829,-1.79902796070807,4.05146708227279,0.993263158145774
